id,numero,data_ajuizamento,id_classe,id_assuntos
405276941,06000150920206070003,2020-03-23,{279},"{11778}"
405276946,06000027120206070015,2020-01-30,{355},"{11778}"
405276949,06000025920206070019,2020-02-06,{355},"{11778}"
405277043,00000321520166070010,2016-10-14,{261},"{11778}"
405277059,00001783620186070091,2018-06-18,{12553},"{11778}"
405277091,00007289120166070999,2016-10-26,{12559},"{11778}"
405277104,00000028820186070016,2018-02-09,{261},"{11778}"
405277108,00001304020166070999,2016-08-15,{1304},"{11778}"
405277120,00000103920166070015,2016-02-23,{1298},"{11778}"
405277124,00007894920166070999,2016-11-04,{12559},"{11778}"
405277134,00000462320166070002,2016-12-15,{261},"{11778}"
405277138,06000042320206070021,2020-01-28,{241},"{11778}"
405277156,06000169120206070003,2020-04-13,{355},"{11778}"
405277163,00007739520166070999,2016-11-04,{12559},"{11778}"
405277171,00000161120186070004,2018-05-03,{12559},"{11778}"
405277173,00000710520176070001,2016-08-26,{279},"{11472}"
405277176,00001347720166070999,2016-08-17,{12549},"{11778}"
405277184,00002508320166070999,2016-09-06,{12549},"{11778}"
405277185,00000458220196070018,2019-06-12,{11528},"{11778}"
405277191,00001414020176070092,2017-12-28,{12559},"{11778}"
405277192,00000453820166070002,2016-11-03,{261},"{11778}"
405277200,00006985620166070999,2016-10-26,{12559},"{11778}"
405277203,00000028020166070009,2016-03-03,{261},"{11778}"
405277205,06000949420216070021,2021-11-11,{12559},"{11778}"
405277206,00000182820166070011,2016-07-05,{261},"{11778}"
405277209,06000885320216070000,2021-07-15,{12377},"{11778}"
405277229,00000216820166070015,2016-06-14,{12553},"{11778}"
405277235,00007557420166070999,2016-11-04,{12559},"{11778}"
405277236,06000416020206070050,2020-03-28,{12553},"{11778}"
405277238,00007765020166070999,2016-11-04,{12559},"{11778}"
405277251,00002626320176070999,2017-07-24,{12559},"{11778}"
405277252,00000098420166070005,2016-02-22,{261},"{11778}"
405277259,06001401020226000000,2022-03-31,{12553},"{11778}"
405277263,00000358520166070004,2016-06-29,{1116},"{11778}"
405277270,00001725520176070999,2017-06-08,{12559},"{11778}"
405277277,00000235820186070018,2018-05-29,{12554},"{11778}"
405277283,06000160220226070010,2022-03-18,{12560},"{11778}"
405277284,06000968220216070015,2021-08-03,{12560},"{11778}"
405277288,00000788120186070091,2018-05-16,{12553},"{11778}"
405277289,06000356620216070002,2021-01-27,{355},"{11778}"
405277291,06000130620206070014,2020-03-28,{261},"{11778}"
405277297,06000041120196070004,2019-09-26,{241},"{11778}"
405277298,06002236220216070001,2021-11-04,{310},"{3641}"
405277299,06000328020226070001,2022-03-18,{12560},"{11778}"
405277303,06005527220216000000,2021-11-09,{12552},"{11778}"
405277309,00001532320186070091,2018-06-08,{12553},"{11778}"
405277310,00000218620166070009,2016-05-23,{172},"{11778}"
405277312,06000112720206070017,2020-02-21,{241},"{11778}"
405277313,06000352720216070015,2021-02-08,{12553},"{11778}"
405277316,00000479220176070092,2017-10-09,{12559},"{11778}"
405277321,00000390320186070021,2018-07-17,{241},"{11778}"
405277322,00000379120176070013,2017-04-27,{12549},"{11778}"
405277331,06000153720196070005,2019-10-08,{12554},"{11778}"
405277332,06000824020216070002,2021-08-24,{12553},"{11778}"
405277335,06000246820206070003,2020-09-28,{12552},"{11778}"
405277337,00002089720176070999,2017-07-07,{12559},"{11778}"
405277338,06000067720216070014,2021-02-19,{12552},"{11778}"
405277339,06000959120216070017,2021-10-06,{12560},"{11778}"
405277343,00000225120196070014,2019-03-14,{11528},"{11778}"
405277348,06000182820206070014,2020-08-13,{12552},"{11778}"
405277351,00002435720176070999,2017-07-17,{12549},"{11778}"
405277374,06001143220206070050,2020-06-16,{12553},"{11778}"
405277381,00000768820176070013,2017-07-06,{12549},"{11778}"
405277383,06000828020206070000,2020-07-07,{12377},"{11778}"
405277386,06000563320216070005,2021-08-04,{12560},"{11778}"
405277387,06000570620216070009,2021-10-05,{12560},"{11778}"
405277388,00000024820196070018,2019-01-10,{12553},"{11778}"
405277389,00000825520176070091,2017-08-16,{12559},"{11778}"
405277390,00002208520186070091,2018-12-03,{12553},"{11778}"
405277393,00001054120176070013,2017-09-15,{12549},"{11778}"
405277394,06002513020216070001,2021-12-03,{261},"{11778}"
405277396,00000518220156070001,2015-06-02,{11541},"{11778}"
405277399,06000865320216070010,2021-10-06,{12560},"{11778}"
405277400,06000554420206070050,2020-06-01,{12562},"{}"
405277406,00000971620176070999,2017-05-17,{12559},"{11778}"
405277407,06000113320206070015,2020-07-08,{355},"{11778}"
405277412,06000961120206070050,2020-06-07,{12553},"{11778}"
405277413,06000606620206070050,2020-06-07,{12553},"{11778}"
405277414,00000013120176070019,2017-01-11,{1304},"{11778}"
405277415,06000736620216070006,2021-09-17,{12553},"{11778}"
405277420,00001093820176070091,2017-08-18,{12559},"{11778}"
405277422,06000317620196070009,2019-12-18,{241},"{11778}"
405277425,00000353920176070008,2017-05-16,{12549},"{11778}"
405277428,06000853520216070021,2021-09-14,{12560},"{11778}"
405277432,06001182220206070001,2020-10-06,{261},"{11778}"
405277437,00000589120176070005,2017-09-20,{12549},"{11778}"
405277441,00000137120196070020,2019-06-13,{11528},"{11778}"
405277442,00001474220176070999,2017-05-26,{12559},"{11778}"
405277449,00000463220176070020,2017-06-13,{12549},"{11778}"
405277452,06000142120206070004,2020-03-31,{355},"{11778}"
405277454,00000753020176070005,2017-11-16,{11541},"{11778}"
405277457,06000315420206070005,2020-11-15,{12559},"{11778}"
405277458,00000169520156070010,2015-06-10,{11541},"{11778}"
405277466,00000592020196070001,2019-05-10,{12549},"{11778}"
405277470,06000884720216070002,2021-09-14,{12560},"{11778}"
405277478,06002244720216070001,2021-11-04,{310},"{3655}"
405277501,06000325820196070010,2019-12-19,{11541},"{11778}"
405277513,00000025120196070017,2019-01-21,{12549},"{11778}"
405277520,06000845020206070000,2020-07-08,{12377},"{11778}"
405277521,00000821320176070008,2017-09-05,{12549},"{11778}"
405277522,06000020720206070004,2020-01-07,{355},"{11778}"
405277529,00001177820186070091,2018-05-28,{12553},"{11778}"
405277536,06000418320206070010,2020-01-29,{12559},"{11778}"
405277541,00000071020186070017,2019-05-23,{11528},"{11778}"
405277543,06000047120206070005,2020-01-20,{12554},"{11778}"
405277547,00000396620196070021,2019-08-06,{12553},"{11778}"
405277549,06001578520216070000,2021-09-17,{279},"{}"
405277555,00000037320176070092,2017-08-09,{12559},"{11778}"
405277567,06001065520206070050,2020-06-07,{12553},"{11778}"
405277568,06000072620206070005,2020-02-11,{12559},"{11778}"
405277575,06000079320206070015,2020-03-17,{355},"{11778}"
405277579,06000045920206070009,2020-01-14,{241},"{11778}"
405277582,06000639520216070014,2021-11-22,{12553},"{11778}"
405277585,06000132420206070008,2020-09-17,{279},"{11778}"
405277587,06000528920206070050,2020-05-07,{12553},"{11778}"
405277600,06001226220206070000,2021-08-22,{1307},"{11778}"
405277601,00000516220186070006,2018-07-05,{241},"{11778}"
405277604,06002009020196070000,2020-04-20,{1307},"{11778}"
405277605,00000162920196070019,2019-05-14,{12549},"{11778}"
405277606,00002063020176070999,2017-07-07,{12553},"{11778}"
405277610,00000078520196070013,2019-03-20,{12549},"{11778}"
405277611,06000638320216070018,2021-11-16,{12553},"{11778}"
